site,country,year,plot,an_yield,an_CP_l,an_NDF_C,an_ADF_C,an_IVTD_C,an_IVCWD_C,an_CP_C,an_NDF_K,an_ADF_K,an_CP_K
9,France,2006,47,14.50406667,19.92896145,NA,NA,NA,NA,NA,NA,NA,NA
9,France,2006,48,13.22133333,20.83337614,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2004,1,12.023,NA,NA,NA,NA,NA,NA,46.79821841,25.31034767,14.43777032
10,Germany_a,2004,2,11.417,NA,NA,NA,NA,NA,NA,48.64996584,27.07586494,14.69054918
10,Germany_a,2004,3,13.35,NA,NA,NA,NA,NA,NA,45.73564045,25.9645618,17.60897472
10,Germany_a,2004,4,11.689,NA,NA,NA,NA,NA,NA,45.26477201,25.47552999,15.99463705
10,Germany_a,2004,5,12.588,NA,NA,NA,NA,NA,NA,47.45101764,25.7947307,15.27956685
10,Germany_a,2004,6,13.947,NA,NA,NA,NA,NA,NA,47.95665304,25.75555388,15.14716875
10,Germany_a,2004,7,13.045,NA,NA,NA,NA,NA,NA,48.19421541,26.6057156,18.46706113
10,Germany_a,2004,8,12.455,NA,NA,NA,NA,NA,NA,47.16696748,24.94478442,13.69156463
10,Germany_a,2004,9,14.865,NA,NA,NA,NA,NA,NA,48.23178607,27.2391221,17.06638917
10,Germany_a,2004,10,11.974,NA,NA,NA,NA,NA,NA,48.22737264,26.4993085,15.93846041
10,Germany_a,2004,11,15.615,NA,NA,NA,NA,NA,NA,46.22194621,25.47129299,17.12131364
10,Germany_a,2004,12,10.228,NA,NA,NA,NA,NA,NA,47.85449159,25.68216269,12.42926281
10,Germany_a,2004,13,9.813,NA,NA,NA,NA,NA,NA,54.61863854,29.55848874,12.12614644
10,Germany_a,2004,14,12.983,NA,NA,NA,NA,NA,NA,41.33213664,24.8859601,19.79230051
10,Germany_a,2004,15,6.334,NA,NA,NA,NA,NA,NA,37.82527944,21.67613199,22.01036075
10,Germany_a,2004,16,13.967,NA,NA,NA,NA,NA,NA,47.71190664,25.99441827,15.95539486
10,Germany_a,2004,17,12.855,NA,NA,NA,NA,NA,NA,50.63425904,28.30742357,14.56477538
10,Germany_a,2004,18,11.917,NA,NA,NA,NA,NA,NA,46.15200722,26.08047579,17.95374255
10,Germany_a,2004,19,10.487,NA,NA,NA,NA,NA,NA,46.83821207,25.8108153,16.36550014
10,Germany_a,2004,20,12.245,NA,NA,NA,NA,NA,NA,47.79933851,26.87228256,16.11282666
10,Germany_a,2004,21,11.619,NA,NA,NA,NA,NA,NA,49.51745675,26.53488166,13.35859906
10,Germany_a,2004,22,11.998,NA,NA,NA,NA,NA,NA,47.40603684,25.22034506,13.89212265
10,Germany_a,2004,23,12.802,NA,NA,NA,NA,NA,NA,49.97687861,26.09092486,16.40763162
10,Germany_a,2004,24,12.236,NA,NA,NA,NA,NA,NA,48.77185518,26.53588101,17.77448717
10,Germany_a,2004,25,12.882,NA,NA,NA,NA,NA,NA,49.18025617,27.59033535,16.05731835
10,Germany_a,2004,26,12.616,NA,NA,NA,NA,NA,NA,48.40116043,26.62088776,17.55397907
10,Germany_a,2004,27,10.58,NA,NA,NA,NA,NA,NA,45.9628327,24.00801418,12.13290997
10,Germany_a,2004,28,9.189,NA,NA,NA,NA,NA,NA,50.48613016,27.81121014,13.45262678
10,Germany_a,2004,29,13.459,NA,NA,NA,NA,NA,NA,42.80297868,25.81857865,18.49017851
10,Germany_a,2004,30,7.505,NA,NA,NA,NA,NA,NA,38.9466489,23.16500333,22.30354763
10,Germany_a,2005,1,12.41588698,NA,NA,NA,NA,NA,NA,50.67181851,26.1161532,14.8333141
10,Germany_a,2005,2,11.83263373,NA,NA,NA,NA,NA,NA,53.38634142,28.24551919,14.28671095
10,Germany_a,2005,3,14.22459176,NA,NA,NA,NA,NA,NA,53.29202414,27.47146502,17.5831476
10,Germany_a,2005,4,12.75587789,NA,NA,NA,NA,NA,NA,51.63953959,27.02398294,14.89900733
10,Germany_a,2005,5,13.29963099,NA,NA,NA,NA,NA,NA,51.47764832,27.11922656,16.18262583
10,Germany_a,2005,6,13.0021683,NA,NA,NA,NA,NA,NA,50.56564543,26.52252876,15.39897107
10,Germany_a,2005,7,13.815356,NA,NA,NA,NA,NA,NA,52.97592021,27.71225913,15.69062319
10,Germany_a,2005,8,14.28163085,NA,NA,NA,NA,NA,NA,48.5094461,24.36765139,14.84560628
10,Germany_a,2005,9,14.53444472,NA,NA,NA,NA,NA,NA,56.63885377,29.94016409,16.33930547
10,Germany_a,2005,10,13.98443403,NA,NA,NA,NA,NA,NA,58.34805158,31.00456298,13.70404854
10,Germany_a,2005,11,14.72049202,NA,NA,NA,NA,NA,NA,52.75097878,27.53123841,15.79253845
10,Germany_a,2005,12,11.66099286,NA,NA,NA,NA,NA,NA,45.95605931,23.59692259,12.23469762
10,Germany_a,2005,13,12.34583138,NA,NA,NA,NA,NA,NA,55.69929179,30.2423601,13.33811672
10,Germany_a,2005,14,10.07366183,NA,NA,NA,NA,NA,NA,44.79446833,25.56143345,22.24704506
10,Germany_a,2005,15,10.34601695,NA,NA,NA,NA,NA,NA,45.50970499,24.63499975,21.89491992
10,Germany_a,2005,16,13.03129336,NA,NA,NA,NA,NA,NA,49.1659787,25.81886903,14.49822256
10,Germany_a,2005,17,14.55238876,NA,NA,NA,NA,NA,NA,54.26688782,29.1012639,14.93865779
10,Germany_a,2005,18,12.7741877,NA,NA,NA,NA,NA,NA,53.17990618,27.94893626,16.18189196
10,Germany_a,2005,19,13.87686055,NA,NA,NA,NA,NA,NA,52.58419752,28.12995603,14.14083142
10,Germany_a,2005,20,13.02729619,NA,NA,NA,NA,NA,NA,49.54698489,26.19746155,17.53304224
10,Germany_a,2005,21,11.72520701,NA,NA,NA,NA,NA,NA,52.9312815,27.77774201,15.41818261
10,Germany_a,2005,22,12.54372494,NA,NA,NA,NA,NA,NA,52.15150159,26.97040954,15.03818831
10,Germany_a,2005,23,12.89375388,NA,NA,NA,NA,NA,NA,50.92381553,25.99600294,15.56830194
10,Germany_a,2005,24,13.18491937,NA,NA,NA,NA,NA,NA,55.19208367,29.91020674,16.28468035
10,Germany_a,2005,25,14.39886483,NA,NA,NA,NA,NA,NA,52.9296287,28.21979086,15.35077345
10,Germany_a,2005,26,13.81072616,NA,NA,NA,NA,NA,NA,57.42444333,30.11293755,15.49854003
10,Germany_a,2005,27,11.57929674,NA,NA,NA,NA,NA,NA,46.45645736,24.45654332,13.41756079
10,Germany_a,2005,28,11.78964839,NA,NA,NA,NA,NA,NA,53.37473794,29.18231106,12.95382542
10,Germany_a,2005,29,9.512815318,NA,NA,NA,NA,NA,NA,45.91202637,24.67809276,21.06816431
10,Germany_a,2005,30,8.083212212,NA,NA,NA,NA,NA,NA,46.68130042,24.3928507,23.01731405
10,Germany_a,2006,1,10.27169552,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,2,10.23105816,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,3,9.917819885,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,4,10.0395996,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,5,10.46038285,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,6,9.688943182,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,7,11.8922128,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,8,10.35450403,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,9,11.82960557,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,10,12.25801672,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,11,10.87122666,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,12,8.370121173,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,16,11.09468173,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,17,11.5239997,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,18,9.357677323,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,19,9.99577669,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,20,9.910382264,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,21,10.79718001,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,22,9.937228988,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,23,10.6467956,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,24,10.75305936,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,25,11.45173001,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,26,10.64517105,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Germany_a,2006,27,8.478271562,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,Germany_b,2005,1,13.48525059,NA,NA,NA,NA,NA,NA,50.5279175,25.32783467,15.55050113
11,Germany_b,2005,2,14.5206854,NA,NA,NA,NA,NA,NA,50.03537794,25.53880339,17.83493718
11,Germany_b,2005,3,15.91125087,NA,NA,NA,NA,NA,NA,49.67027212,26.4910327,20.1309475
11,Germany_b,2005,4,13.95605668,NA,NA,NA,NA,NA,NA,48.66750373,24.861928,19.79529397
11,Germany_b,2005,5,14.14127299,NA,NA,NA,NA,NA,NA,51.88890377,26.2716613,18.12528852
11,Germany_b,2005,6,14.12830516,NA,NA,NA,NA,NA,NA,51.22321589,25.93690885,17.40387838
11,Germany_b,2005,7,14.90401043,NA,NA,NA,NA,NA,NA,50.21390362,25.47649486,18.76485852
11,Germany_b,2005,8,14.57352513,NA,NA,NA,NA,NA,NA,49.93885829,25.2896924,13.98210914
11,Germany_b,2005,9,14.59770697,NA,NA,NA,NA,NA,NA,48.39560053,25.00691427,19.78877699
11,Germany_b,2005,10,14.80547266,NA,NA,NA,NA,NA,NA,51.01275529,26.23079161,18.91240218
11,Germany_b,2005,11,14.60139397,NA,NA,NA,NA,NA,NA,48.5394447,25.42694138,20.86908026
11,Germany_b,2005,12,14.24242052,NA,NA,NA,NA,NA,NA,59.21977876,33.5222988,13.97983683
11,Germany_b,2005,13,14.51364914,NA,NA,NA,NA,NA,NA,57.50601971,29.02069278,16.03955661
11,Germany_b,2005,14,14.62727045,NA,NA,NA,NA,NA,NA,44.89491256,24.87489652,21.87077995
11,Germany_b,2005,15,9.636555002,NA,NA,NA,NA,NA,NA,46.0963087,23.11160528,21.10409268
11,Germany_b,2005,16,13.45686295,NA,NA,NA,NA,NA,NA,51.47861038,25.54579878,16.16138292
11,Germany_b,2005,17,14.29094965,NA,NA,NA,NA,NA,NA,51.82017947,26.19305789,18.094651
11,Germany_b,2005,18,15.82523041,NA,NA,NA,NA,NA,NA,50.26522837,26.29474502,19.977555
11,Germany_b,2005,19,14.54219965,NA,NA,NA,NA,NA,NA,51.06465311,25.64788226,15.56466347
11,Germany_b,2005,20,15.3237995,NA,NA,NA,NA,NA,NA,50.6325307,25.80272084,18.84673198
11,Germany_b,2005,21,13.05406215,NA,NA,NA,NA,NA,NA,50.45227988,26.65685334,17.76358393
11,Germany_b,2005,22,14.81324581,NA,NA,NA,NA,NA,NA,48.69055294,25.77681689,19.31391827
11,Germany_b,2005,23,14.15993866,NA,NA,NA,NA,NA,NA,50.2477512,25.69785534,17.83871655
11,Germany_b,2005,24,17.06847234,NA,NA,NA,NA,NA,NA,49.27413853,25.57174079,19.57958881
11,Germany_b,2005,25,14.22862338,NA,NA,NA,NA,NA,NA,52.44336362,27.38960353,17.06013704
11,Germany_b,2005,26,14.80555984,NA,NA,NA,NA,NA,NA,49.58337877,25.98285601,19.7091235
11,Germany_b,2005,27,11.97274101,NA,NA,NA,NA,NA,NA,47.84978583,24.31746755,14.57891765
11,Germany_b,2005,28,13.52649639,NA,NA,NA,NA,NA,NA,57.9199838,29.60781392,15.05119177
11,Germany_b,2005,29,14.54022629,NA,NA,NA,NA,NA,NA,47.12450857,25.7498854,22.87983064
11,Germany_b,2005,30,11.43398032,NA,NA,NA,NA,NA,NA,46.91361209,24.04905449,21.08321636
11,Germany_b,2006,1,10.96119721,NA,NA,NA,NA,NA,NA,47.68718171,24.71506872,18.37803496
11,Germany_b,2006,2,11.27366256,NA,NA,NA,NA,NA,NA,48.54798347,25.31368861,17.15472702
11,Germany_b,2006,3,11.92704621,NA,NA,NA,NA,NA,NA,47.80198815,25.70695234,19.38991045
11,Germany_b,2006,4,12.36227806,NA,NA,NA,NA,NA,NA,50.60033764,25.9854453,16.9413069
11,Germany_b,2006,5,12.7454072,NA,NA,NA,NA,NA,NA,51.35116238,25.41032323,17.91045596
11,Germany_b,2006,6,12.1831111,NA,NA,NA,NA,NA,NA,49.46534108,25.63888842,17.89195359
11,Germany_b,2006,7,12.67189962,NA,NA,NA,NA,NA,NA,47.11096424,24.15072354,18.87614324
11,Germany_b,2006,8,11.6584955,NA,NA,NA,NA,NA,NA,47.95347693,24.8580096,18.12171024
11,Germany_b,2006,9,11.07713516,NA,NA,NA,NA,NA,NA,47.64920301,24.5235133,18.24063848
11,Germany_b,2006,10,13.28423128,NA,NA,NA,NA,NA,NA,49.12714887,25.53600048,17.54973758
11,Germany_b,2006,11,11.20500525,NA,NA,NA,NA,NA,NA,50.23689781,25.8935673,18.57912061
11,Germany_b,2006,12,9.15659954,NA,NA,NA,NA,NA,NA,47.38827651,24.35395835,16.88972194
11,Germany_b,2006,13,12.42377684,NA,NA,NA,NA,NA,NA,56.42257266,28.90710905,15.63519771
11,Germany_b,2006,14,11.37292318,NA,NA,NA,NA,NA,NA,46.28480188,24.73763515,20.41930856
11,Germany_b,2006,15,8.127478167,NA,NA,NA,NA,NA,NA,47.18622644,24.33174566,17.95924315
11,Germany_b,2006,16,10.35278081,NA,NA,NA,NA,NA,NA,45.8419092,23.43771556,18.0494662
11,Germany_b,2006,17,11.52328792,NA,NA,NA,NA,NA,NA,51.89239315,26.41023822,16.33589217
11,Germany_b,2006,18,11.3256864,NA,NA,NA,NA,NA,NA,50.51353693,26.80694522,17.61716635
11,Germany_b,2006,19,10.85471375,NA,NA,NA,NA,NA,NA,50.4674836,25.5692938,16.9052149
11,Germany_b,2006,20,11.5929472,NA,NA,NA,NA,NA,NA,50.16212471,26.08754116,17.02261881
11,Germany_b,2006,21,11.12301843,NA,NA,NA,NA,NA,NA,52.39087474,27.02143771,15.72418894
11,Germany_b,2006,22,11.91502411,NA,NA,NA,NA,NA,NA,47.65340266,24.67742233,19.12884753
11,Germany_b,2006,23,10.79270362,NA,NA,NA,NA,NA,NA,48.06364419,24.81521863,17.70767519
11,Germany_b,2006,24,13.61392023,NA,NA,NA,NA,NA,NA,49.7047779,25.74481931,18.89550082
11,Germany_b,2006,25,11.10951924,NA,NA,NA,NA,NA,NA,50.45797497,26.47649754,17.58222249
11,Germany_b,2006,26,11.35077162,NA,NA,NA,NA,NA,NA,49.58195066,26.23634845,18.71373068
11,Germany_b,2006,27,9.073406238,NA,NA,NA,NA,NA,NA,45.25634696,24.10584258,19.15308664
11,Germany_b,2006,28,11.22441831,NA,NA,NA,NA,NA,NA,57.08684585,29.7337957,15.55290459
11,Germany_b,2006,29,11.52664891,NA,NA,NA,NA,NA,NA,46.01443665,24.22003471,20.39734069
11,Germany_b,2006,30,10.38958623,NA,NA,NA,NA,NA,NA,49.46491773,25.23419926,18.50427292
13,Iceland_a,2003,1,5.93,10.31033938,59.77041863,33.20013364,82.2905683,71.13681043,8.461385961,60.94654722,31.54618465,10.30780987
13,Iceland_a,2003,2,5.51,11.01256239,56.91533711,32.86413838,81.9585127,68.65232091,9.08910135,57.1320735,29.59426497,10.64144737
13,Iceland_a,2003,3,6.5075,14.02016904,51.84140607,30.93944718,84.58406608,70.63622211,11.64056978,56.4060776,29.70682674,13.84601902
13,Iceland_a,2003,4,4.845,12.27573529,54.23682663,31.2550805,83.68244685,70.17458154,10.16348749,57.15397317,29.54114551,11.98426213
13,Iceland_a,2003,5,6.56,11.05068598,55.62796037,32.07454268,82.59326829,68.96871782,8.860714558,57.51734756,29.96847561,10.8790968
13,Iceland_a,2003,12,5.6325,9.120173103,62.67911673,34.06680515,81.49875854,71.55600401,6.990006935,62.32131824,32.18459831,9.186223924
13,Iceland_a,2003,13,2.725,9.594724771,55.95568991,31.63404404,83.47579083,70.53108613,8.405972477,54.63110092,28.59357798,8.668119266
13,Iceland_a,2003,14,6.8125,16.33949541,47.20514642,29.90430972,84.43532881,67.20317067,12.89907477,52.51587523,28.64590459,16.04208716
13,Iceland_a,2003,15,3.71,14.04481132,49.6564717,29.74358491,84.81001887,69.71084811,11.65119104,53.44056604,27.00377358,13.70165094
13,Iceland_a,2003,16,7.0875,9.388888889,56.65822222,31.53741975,82.74540741,70.20227632,7.395501543,57.78962963,30.09925926,9.082561728
13,Iceland_a,2003,17,5.855,11.14058497,56.20180273,32.44418958,83.22444492,70.19231845,9.321491781,56.86196413,29.94021349,10.54953032
13,Iceland_a,2003,18,4.125,14.05,52.75151515,31.00926061,84.22655758,70.38979551,11.13220076,55.13715152,29.17824242,13.75681818
13,Iceland_a,2003,19,5.4075,11.1693828,53.07315118,30.7402025,83.34476283,68.71388041,9.442838072,55.10238558,29.37163662,10.62924757
13,Iceland_a,2003,20,4.4625,12.04019608,56.08508235,31.63114902,83.76994118,71.31731578,9.768465686,58.82898039,30.01933333,11.85710784
13,Iceland_a,2003,27,4.3275,9.067699307,60.87578163,32.97903813,83.09565511,73.24779912,7.819837522,61.94081456,32.06861352,9.04982669
13,Iceland_a,2003,28,5.335,9.518451265,58.57384208,33.67436785,81.64338332,68.67178387,8.149859712,56.44631209,29.3189269,8.882966261
13,Iceland_a,2003,29,3.365,17.75733655,42.87162036,26.80821025,88.0036627,72.27364479,14.73164144,49.87623328,26.61843239,17.29318351
13,Iceland_a,2003,30,2.6775,15.10323296,50.61537535,29.49144725,85.94256769,72.69207819,12.26724206,54.27969188,27.17089636,14.72146359
13,Iceland_a,2004,1,4.4425,10.45185003,48.88451998,26.41942487,88.39238098,76.54443855,8.95043437,54.05184581,26.48815982,11.01695273
13,Iceland_a,2004,2,4.52,12.43255669,50.21154425,28.18476327,86.76419635,73.67662965,10.02939125,52.22022124,26.06247235,12.9189021
13,Iceland_a,2004,3,4.09,11.97302873,50.15018582,27.59333496,87.87444132,76.05966782,9.761882641,52.82685819,26.45111247,12.31272922
13,Iceland_a,2004,4,3.82,12.21400524,50.1336911,27.82912827,86.60550524,73.41194929,9.692128599,52.02657068,25.84015707,12.39316099
13,Iceland_a,2004,5,4.535,10.74748484,49.98327343,27.44246582,87.1549355,74.34999702,9.410298718,52.92985116,26.42621279,11.37696389
13,Iceland_a,2004,6,3.6075,NA,46.09041788,26.03262994,88.19025156,74.47356052,10.16171258,NA,NA,NA
13,Iceland_a,2004,7,3.675,NA,50.14434762,26.54929524,87.9849381,76.45389441,8.751833333,NA,NA,NA
13,Iceland_a,2004,8,4.54,NA,49.51674339,26.74932324,88.48814097,77.05448701,10.22367394,NA,NA,NA
13,Iceland_a,2004,9,3.5675,NA,45.73126069,26.47873791,88.7190042,75.40675807,12.08724378,NA,NA,NA
13,Iceland_a,2004,10,3.5225,NA,47.73242583,26.17138751,88.52669766,76.11165651,9.373327715,NA,NA,NA
13,Iceland_a,2004,11,3.7175,NA,47.83054338,26.78758843,88.04331069,75.16891708,11.5108465,NA,NA,NA
13,Iceland_a,2004,12,3.765,7.27689243,NA,NA,NA,NA,NA,56.52113546,27.99135458,7.601759628
13,Iceland_a,2004,13,2.81,8.015124555,49.88969751,26.65644484,87.25727758,74.51990287,7.372775801,49.80170819,25.11758007,8.440613879
13,Iceland_a,2004,14,4.5175,15.89606392,46.7291544,27.05453237,87.4893254,73.67340221,12.89286386,51.43804095,26.14278915,15.89142916
13,Iceland_a,2004,15,3.615,13.2326677,51.91068257,28.53387759,85.95732158,73.26099605,10.91666451,55.50660443,27.63741355,13.24610996
13,Iceland_a,2004,16,3.7475,11.20955637,46.85773649,25.78595397,88.19291261,75.04450583,9.505587892,51.34852568,25.09192795,11.59235324
13,Iceland_a,2004,17,4.2225,12.46984162,48.82508703,27.6021942,87.28032504,73.97270848,11.11759473,51.01893428,25.4909177,12.91559355
13,Iceland_a,2004,18,3.2625,16.10368774,43.88257471,25.3672023,88.65745364,74.24135222,13.40991523,51.12413027,25.17221456,16.21977969
13,Iceland_a,2004,19,3.7975,10.31653226,50.45635484,27.57519355,86.10406452,72.63750261,9.256431452,53.17290323,27.05709677,10.59072581
13,Iceland_a,2004,20,4.055,11.37045314,51.00857337,27.7152873,86.65690999,74.20519851,9.468543465,54.18633785,26.84149199,11.83677559
13,Iceland_a,2004,21,3,NA,46.41489833,25.1801375,89.54217833,77.68867424,10.76302708,NA,NA,NA
13,Iceland_a,2004,22,2.925,NA,46.38349573,25.9437906,88.85665385,76.17599128,10.03797543,NA,NA,NA
13,Iceland_a,2004,23,3.4825,NA,46.90998492,25.50554271,89.32456281,77.46503162,10.43634108,NA,NA,NA
13,Iceland_a,2004,24,4.2325,NA,48.13577141,27.89470762,87.154329,73.38176067,11.36206475,NA,NA,NA
13,Iceland_a,2004,25,4.06,NA,49.6366952,28.0593436,87.20138362,74.33161764,10.5745324,NA,NA,NA
13,Iceland_a,2004,26,3.3375,NA,48.40835281,26.30177603,88.46263895,76.31666564,10.36167931,NA,NA,NA
13,Iceland_a,2004,27,2.675,7.562266355,NA,NA,NA,NA,NA,52.26298131,25.57056075,7.806425234
13,Iceland_a,2004,28,4.1975,8.707638475,54.38564145,29.27039726,85.10550983,72.60886267,8.265357356,51.92207862,26.4361346,9.374702204
13,Iceland_a,2004,29,1.835,10.58940736,49.42306267,26.63011717,86.30077929,72.65357938,9.1810797,52.40174387,26.35108992,10.6234673
13,Iceland_a,2004,30,3.38,13.72494453,50.08958432,27.73377589,87.32504586,74.97186454,11.05261649,53.3699926,25.81130917,13.76493158
13,Iceland_a,2005,1,3.445,14.1420537,49.52345864,26.66543106,89.22410885,78.31810679,12.70047623,55.90721335,27.27670537,14.33554064
13,Iceland_a,2005,2,3.4175,13.82502743,51.81550914,28.33730944,87.92675421,76.73209507,12.28760241,57.48594733,28.89589612,14.34610461
13,Iceland_a,2005,3,3.1625,12.06916996,51.26108696,28.3218419,87.83209486,76.25067508,11.14978755,56.28213439,28.32011858,12.20676877
13,Iceland_a,2005,4,3.365,NA,50.22909212,28.85803195,87.02341679,74.14751823,13.14234584,NA,NA,NA
13,Iceland_a,2005,5,3.775,14.37922185,50.3498298,28.47150265,87.57558344,75.32423801,12.84225207,55.4907947,27.99836424,14.50687086
13,Iceland_a,2005,6,3.0225,NA,47.61493962,26.81343259,88.98172457,76.8336935,13.31187758,NA,NA,NA
13,Iceland_a,2005,7,3.43,NA,50.56383673,27.21459184,88.07346939,76.41185116,12.108125,NA,NA,NA
13,Iceland_a,2005,8,4,NA,52.35278688,27.69781625,88.02671563,77.12748211,10.38589102,NA,NA,NA
13,Iceland_a,2005,9,3.535,NA,52.21315276,29.15989533,86.45127369,74.06898262,12.93304765,NA,NA,NA
13,Iceland_a,2005,10,3.105,NA,49.26036071,27.67008857,87.34850242,74.31888676,12.64147645,NA,NA,NA
13,Iceland_a,2005,11,3.6425,NA,52.61551476,29.15499588,86.46465065,74.288711,12.37004247,NA,NA,NA
13,Iceland_a,2005,12,3.335,9.988661919,50.39201799,26.3964003,88.79094153,77.86250597,8.447280735,55.5762069,26.7749925,10.05997001
13,Iceland_a,2005,13,1.9475,9.376765083,53.30274711,28.43211553,87.37191142,76.29171744,9.37905568,54.73314506,28.28925546,9.732750321
13,Iceland_a,2005,14,4.11,12.64750608,56.55227981,31.78923358,83.97515815,71.67057728,10.8366986,58.62457421,30.20287105,12.46989051
13,Iceland_a,2005,15,3.775,13.26349338,52.56741656,28.89124305,86.48532781,74.44534933,11.78432699,56.36188079,29.15043709,13.26200331
13,Iceland_a,2005,16,3.3125,14.95688679,49.95269283,27.20222113,88.33766264,76.65809943,13.01880283,55.91323774,27.56569057,15.05995283
13,Iceland_a,2005,17,3.8875,15.12962219,50.12031961,29.10846624,87.07788489,74.23096024,13.1899377,54.66423794,27.58093891,15.24871383
13,Iceland_a,2005,18,3.3525,16.09526473,49.60372782,28.23598956,87.14066294,74.0740819,14.14378029,56.87787472,28.15741238,16.09796793
13,Iceland_a,2005,19,3.2675,15.18903022,51.28140551,29.2975065,86.52696634,73.72982301,13.49683292,55.7010329,28.20313695,15.30197972
13,Iceland_a,2005,20,3.9275,13.85232336,51.92182368,29.12173074,86.72143985,74.42560749,12.12379535,56.83702101,28.32284532,14.08589274
13,Iceland_a,2005,21,3.555,NA,49.36784177,27.74514205,88.03644374,75.76634619,13.62059995,NA,NA,NA
13,Iceland_a,2005,22,3.34,NA,51.73271931,27.90853219,87.33018114,75.54006462,12.29022736,NA,NA,NA
13,Iceland_a,2005,23,3.57,NA,49.82935714,27.38229832,88.44038235,76.80501379,13.24547269,NA,NA,NA
13,Iceland_a,2005,24,3.83,NA,50.95355352,28.40352219,87.61372063,75.70742387,12.94867004,NA,NA,NA
13,Iceland_a,2005,25,3.8,NA,52.42055987,29.44389013,86.00031184,73.29036004,12.61836472,NA,NA,NA
13,Iceland_a,2005,26,3.065,NA,49.5759739,27.10850245,88.74989396,77.33568178,13.71051183,NA,NA,NA
13,Iceland_a,2005,27,2.14,11.34214369,47.62971612,25.06355724,89.51416472,77.98271519,10.40154279,52.62968458,24.98227804,11.41296729
13,Iceland_a,2005,28,3.3725,9.269366197,56.32121127,30.68295775,85.77022535,74.85548695,8.880765845,56.66661972,29.58521127,9.920774648
13,Iceland_a,2005,29,2.595,10.90889933,54.44184778,29.48099904,85.33600674,73.20542138,9.683707852,57.94232177,29.58207129,10.68930636
13,Iceland_a,2005,30,3.3175,14.67793896,49.01243406,27.26665712,88.13421778,75.94348505,13.17624341,55.31697815,27.26048983,14.65344763
14,Iceland_b,2004,1,2.676,10.37528027,NA,NA,NA,NA,NA,54.47281016,25.56835575,11.39620703
14,Iceland_b,2004,2,3.724,17.78524436,NA,NA,NA,NA,NA,50.94688507,24.83306122,18.25644468
14,Iceland_b,2004,3,2.236,13.68325134,NA,NA,NA,NA,NA,52.84230769,25.04166369,14.27985242
14,Iceland_b,2004,4,2.108,13.78474858,NA,NA,NA,NA,NA,50.73552182,24.72891841,14.00889469
14,Iceland_b,2004,5,2.416,16.28538907,NA,NA,NA,NA,NA,49.95413907,24.05155629,16.59375
14,Iceland_b,2004,12,2.54,8.753444882,NA,NA,NA,NA,NA,54.18135433,25.61092913,9.462992126
14,Iceland_b,2004,13,0.928,10.13146552,NA,NA,NA,NA,NA,43.35758621,19.45137931,10.90732759
14,Iceland_b,2004,14,0.648,12.44907407,NA,NA,NA,NA,NA,51.97617284,24.48592593,12.69907407
14,Iceland_b,2004,15,1.772,18.42536682,NA,NA,NA,NA,NA,45.70756208,23.51519187,18.11286682
14,Iceland_b,2004,16,2.748,10.72543668,NA,NA,NA,NA,NA,53.85480349,25.40170306,11.33460699
14,Iceland_b,2004,17,1.332,15.72916667,NA,NA,NA,NA,NA,48.07111111,22.85555556,16.32638889
14,Iceland_b,2004,18,1.592,12.31312814,NA,NA,NA,NA,NA,53.56155779,25.5418593,12.84893216
14,Iceland_b,2004,19,2.596,14.70859014,NA,NA,NA,NA,NA,50.54802773,24.97853621,15.02629045
14,Iceland_b,2004,20,2.004,13.49787924,NA,NA,NA,NA,NA,52.27686627,24.3707984,14.12287924
14,Iceland_b,2004,27,2.02,9.682920792,NA,NA,NA,NA,NA,58.13825743,28.46483168,10.25866337
