"","SITE","Country","Location","Lat_deg","Lat_min","Lat_ns","Long_deg","Long_min","Long_ew","Year","Yearn","Nh","Plot","G1","G2","L1","L2","E","Dens","G1_yn","G2_yn","L1_yn","L2_yn","Weed_yn","Annual_yield","Mixture_type","Sowing_method","Sep_method","Carbonates","Ec","Silt","Silt_fine","Clay","Sand","Om","Soil_type","Humidity","CA","K","N-NO3","Mg","Na","P","PH","Precip_s","Air_mean_a","Air_min_a","Air_max_a","Cp_la","Ndf_ca","Adf_ca","Ivtd_ca","Ivcwd_ca","Cp_ca","Ndf_ka","Adf_ka","Cp_ka"
"298",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,10,0.1,0.4,0.1,0.4,0.88,"High",1.830144643,1.3492875,0,8.939785714,1.7302875,13.84950536,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,16.36811532,NA,NA,NA,NA,NA,NA,NA,NA
"299",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,11,0.1,0.1,0.4,0.4,0.88,"High",0,1.22895,7.5678,1.9588125,3.7389,14.4944625,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,16.17609936,NA,NA,NA,NA,NA,NA,NA,NA
"300",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,12,1,0,0,0,0,"High",7.96525,0,0,0,1.58105,9.5463,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,16.01799519,NA,NA,NA,NA,NA,NA,NA,NA
"301",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,13,0,1,0,0,0,"High",0,0.7875,0,0,5.0355,5.823,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,18.89077258,NA,NA,NA,NA,NA,NA,NA,NA
"302",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,14,0,0,1,0,0,"High",0,0,8.091875,0,2.062375,10.15425,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,18.28506537,NA,NA,NA,NA,NA,NA,NA,NA
"303",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,15,0,0,0,1,0,"High",0,0,0,3.248863637,3.923945454,7.172809091,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,20.42924772,NA,NA,NA,NA,NA,NA,NA,NA
"304",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,16,0.7,0.1,0.1,0.1,0.64,"Low",0,0,0,8.441875,1.670475,10.11235,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,18.20045075,NA,NA,NA,NA,NA,NA,NA,NA
"305",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,17,0.1,0.7,0.1,0.1,0.64,"Low",1.618642857,1.195928571,0,6.323714286,1.740642857,10.87892857,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,16.99571624,NA,NA,NA,NA,NA,NA,NA,NA
"306",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,18,0.1,0.1,0.7,0.1,0.64,"Low",0,0,5.765727272,4.629818182,2.270290909,12.66583636,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,16.33146045,NA,NA,NA,NA,NA,NA,NA,NA
"307",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,19,0.1,0.1,0.1,0.7,0.64,"Low",3.7375,0.860175,0,1.92875,2.758125,9.28455,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,15.55458261,NA,NA,NA,NA,NA,NA,NA,NA
"308",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,20,0.25,0.25,0.25,0.25,1,"Low",3.690946667,0.80007,0,0,4.59135,9.082366667,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,17.26657149,NA,NA,NA,NA,NA,NA,NA,NA
"309",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,21,0.4,0.4,0.1,0.1,0.88,"Low",9.009428572,0.501171428,0,0,1.837885714,11.34848571,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,14.382653,NA,NA,NA,NA,NA,NA,NA,NA
"310",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,22,0.4,0.1,0.4,0.1,0.88,"Low",1.6955625,0,6.63225,1.6351875,3.271125,13.234125,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,17.80726495,NA,NA,NA,NA,NA,NA,NA,NA
"311",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,23,0.4,0.1,0.1,0.4,0.88,"Low",4.292185715,0,0,2.815714286,2.821457143,9.929357143,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,14.76969403,NA,NA,NA,NA,NA,NA,NA,NA
"312",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,24,0.1,0.4,0.4,0.1,0.88,"Low",3.637466667,0.6369,3.9258,0,0.894366667,9.094533333,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,17.76976187,NA,NA,NA,NA,NA,NA,NA,NA
"313",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,25,0.1,0.4,0.1,0.4,0.88,"Low",2.118957693,0.788146154,2.223207693,2.443269231,2.058957693,9.632538461,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,15.58577448,NA,NA,NA,NA,NA,NA,NA,NA
"314",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,26,0.1,0.1,0.4,0.4,0.88,"Low",5.2318125,0,0,1.1240625,2.068725,8.4246,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,16.45680062,NA,NA,NA,NA,NA,NA,NA,NA
"315",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,27,1,0,0,0,0,"Low",5.656071428,0,0,0,2.268857143,7.924928571,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,16.43581172,NA,NA,NA,NA,NA,NA,NA,NA
"316",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,28,0,1,0,0,0,"Low",0,0.43137,0,0,4.096996667,4.528366667,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,21.67666966,NA,NA,NA,NA,NA,NA,NA,NA
"317",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,29,0,0,1,0,0,"Low",0,0,7.22125,0,5.809,13.03025,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,16.88438441,NA,NA,NA,NA,NA,NA,NA,NA
"318",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,30,0,0,0,1,0,"Low",0,0,0,7.86875,1.58545,9.4542,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,19.48444012,NA,NA,NA,NA,NA,NA,NA,NA
"319",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,31,0.7,0.1,0.1,0.1,0.64,"High",2.76421875,0,0,0,4.53665625,7.300875,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,17.40594663,NA,NA,NA,NA,NA,NA,NA,NA
"320",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,32,0.1,0.7,0.1,0.1,0.64,"High",3.357953571,1.067175,0,4.508571429,0.9,9.8337,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,16.64603672,NA,NA,NA,NA,NA,NA,NA,NA
"321",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,33,0.1,0.1,0.7,0.1,0.64,"High",0,0,6.4705625,6.7693125,2.552225,15.7921,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,17.60671594,NA,NA,NA,NA,NA,NA,NA,NA
"322",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,34,0.1,0.1,0.1,0.7,0.64,"High",2.657421429,0.871425,0,6.582428571,1.26,11.371275,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,17.84946444,NA,NA,NA,NA,NA,NA,NA,NA
"323",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,35,0.25,0.25,0.25,0.25,1,"High",3.3387,0,3.3687,3.6695,0,10.3769,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,20.05168029,NA,NA,NA,NA,NA,NA,NA,NA
"324",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,36,1,0,0,0,0,"High",2.8095,0,0,0,2.288933333,5.098433333,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,22.15019647,NA,NA,NA,NA,NA,NA,NA,NA
"325",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,37,0,1,0,0,0,"High",0,0.485614285,0,0,6.076447253,6.562061538,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,20.99338813,NA,NA,NA,NA,NA,NA,NA,NA
"326",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,38,0,0,1,0,0,"High",0,0,0,0,8.888785714,8.888785714,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,17.90827879,NA,NA,NA,NA,NA,NA,NA,NA
"327",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,39,0,0,0,1,0,"High",0,0,0,3.250636364,6.086918182,9.337554545,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,20.21007617,NA,NA,NA,NA,NA,NA,NA,NA
"328",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,40,0.7,0.1,0.1,0.1,0.64,"Low",2.443636364,0,1.371000001,0,2.979545454,6.794181818,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,20.16776553,NA,NA,NA,NA,NA,NA,NA,NA
"329",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,41,0.1,0.7,0.1,0.1,0.64,"Low",6.342625,0.914483333,0,0,3.88845,11.14555833,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,16.08052544,NA,NA,NA,NA,NA,NA,NA,NA
"330",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,42,0.1,0.1,0.7,0.1,0.64,"Low",0,0,6.3253125,0,3.9838125,10.309125,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,19.75,NA,NA,NA,NA,NA,NA,NA,NA
"331",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,43,0.1,0.1,0.1,0.7,0.64,"Low",2.978533334,1.098683333,0,3.308833334,5.837066666,13.22311667,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,15.88628949,NA,NA,NA,NA,NA,NA,NA,NA
"332",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,44,0.25,0.25,0.25,0.25,1,"Low",4.879540179,0.90890625,0,5.38734375,1.606513393,12.78230357,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,16.67127142,NA,NA,NA,NA,NA,NA,NA,NA
"333",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,45,1,0,0,0,0,"Low",4.3370625,0,0,0,2.7136125,7.050675,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,18.40554761,NA,NA,NA,NA,NA,NA,NA,NA
"334",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,46,0,1,0,0,0,"Low",0,0.889575,0,0,5.075025,5.9646,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,19.85340383,NA,NA,NA,NA,NA,NA,NA,NA
"335",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,47,0,0,1,0,0,"Low",0,0,9.408,0,2.1651,11.5731,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,18.81896434,NA,NA,NA,NA,NA,NA,NA,NA
"336",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2005,2,2,48,0,0,0,1,0,"Low",0,0,0,8.520375,1.980375,10.50075,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475,13.0090411,-6.43,34.43,20.15624033,NA,NA,NA,NA,NA,NA,NA,NA
"337",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,1,0.7,0.1,0.1,0.1,0.64,"High",4.2108,0,0,1.121,2.947511111,8.27931111,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,17.85174911,NA,NA,NA,NA,NA,NA,NA,NA
"338",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,2,0.1,0.7,0.1,0.1,0.64,"High",3.896666667,0.826090909,3.54,4.336909091,0,12.59966667,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,19.24339058,NA,NA,NA,NA,NA,NA,NA,NA
"339",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,3,0.1,0.1,0.7,0.1,0.64,"High",2.505163637,0.597163637,4.950327272,4.952909091,0,13.00556364,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,18.52199356,NA,NA,NA,NA,NA,NA,NA,NA
"340",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,4,0.1,0.1,0.1,0.7,0.64,"High",4.7276,0.59145,0,5.142,0,10.46105,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,18.87794874,NA,NA,NA,NA,NA,NA,NA,NA
"341",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,5,0.25,0.25,0.25,0.25,1,"High",2.454680953,0.909042857,7.214042858,2.623785714,1.740042857,14.94159524,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,18.35212807,NA,NA,NA,NA,NA,NA,NA,NA
"342",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,6,0.4,0.4,0.1,0.1,0.88,"High",3.3578,0.738375,0,2.58235,1.7435,8.422025,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,20.04241038,NA,NA,NA,NA,NA,NA,NA,NA
"343",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,7,0.4,0.1,0.4,0.1,0.88,"High",3.088133334,0.612196154,0.869533334,2.378692308,1.778246154,8.726801282,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,18.71058639,NA,NA,NA,NA,NA,NA,NA,NA
"344",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,8,0.4,0.1,0.1,0.4,0.88,"High",2.693657142,0,0,5.338,0.917771429,8.949428572,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,20.10677936,NA,NA,NA,NA,NA,NA,NA,NA
"345",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,9,0.1,0.4,0.4,0.1,0.88,"High",3.3505,1.408125,3.3205,3.6215,0,11.700625,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,18.55396613,NA,NA,NA,NA,NA,NA,NA,NA
"346",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,10,0.1,0.4,0.1,0.4,0.88,"High",2.413192857,1.30468125,0,11.74471429,1.659525,17.12211339,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,16.35179122,NA,NA,NA,NA,NA,NA,NA,NA
"347",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,11,0.1,0.1,0.4,0.4,0.88,"High",0,1.13683125,9.9449,2.585375,3.8131,17.48020625,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,17.6450523,NA,NA,NA,NA,NA,NA,NA,NA
"348",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,12,1,0,0,0,0,"High",10.44283333,0,0,0,1.620033333,12.06286667,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,16.41896274,NA,NA,NA,NA,NA,NA,NA,NA
"349",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,13,0,1,0,0,0,"High",0,0.7185,0,0,5.745666667,6.464166667,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,22.15764471,NA,NA,NA,NA,NA,NA,NA,NA
"350",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,14,0,0,1,0,0,"High",0,0,10.61708333,0,2.407166667,13.02425,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,19.22629182,NA,NA,NA,NA,NA,NA,NA,NA
"351",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,15,0,0,0,1,0,"High",0,0,0,4.280454546,4.838727273,9.119181819,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,20.09826577,NA,NA,NA,NA,NA,NA,NA,NA
"352",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,16,0.7,0.1,0.1,0.1,0.64,"Low",0,0,0,11.08791667,1.80215,12.89006667,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,20.71138451,NA,NA,NA,NA,NA,NA,NA,NA
"353",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,17,0.1,0.7,0.1,0.1,0.64,"Low",2.120333334,0.854785714,0,8.250190476,1.840714285,13.06602381,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,18.47970894,NA,NA,NA,NA,NA,NA,NA,NA
"354",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,18,0.1,0.1,0.7,0.1,0.64,"Low",0,0,7.517636363,6.047090909,1.9628,15.52752727,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,18.06634793,NA,NA,NA,NA,NA,NA,NA,NA
"355",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,19,0.1,0.1,0.1,0.7,0.64,"Low",4.866733333,0.67935,0,2.518366667,2.55685,10.6213,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,17.7183325,NA,NA,NA,NA,NA,NA,NA,NA
"356",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,20,0.25,0.25,0.25,0.25,1,"Low",4.825262223,0.69348,0,0,4.2799,9.798642223,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,18.58467348,NA,NA,NA,NA,NA,NA,NA,NA
"357",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,21,0.4,0.4,0.1,0.1,0.88,"Low",11.95828571,0.521399999,0,0,2.223542857,14.70322857,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,15.19194982,NA,NA,NA,NA,NA,NA,NA,NA
"358",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,22,0.4,0.1,0.4,0.1,0.88,"Low",2.251125,0,8.7645,2.170625,3.17375,16.36,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,16.82269684,NA,NA,NA,NA,NA,NA,NA,NA
"359",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,23,0.4,0.1,0.1,0.4,0.88,"Low",5.595771428,0,0,3.672857143,2.675542857,11.94417143,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,16.63827822,NA,NA,NA,NA,NA,NA,NA,NA
"360",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,24,0.1,0.4,0.4,0.1,0.88,"Low",4.785555556,0.6087,5.16,0,0.909488889,11.46374444,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,17.08243065,NA,NA,NA,NA,NA,NA,NA,NA
"361",9,"France","Auzeville Tolosane",43,5,"N",1,43,"E",2006,3,3,25,0.1,0.4,0.1,0.4,0.88,"Low",2.733507693,0.525276924,2.862507693,3.165923077,1.8096,11.09681539,"MM","Hand Sown","Fixed Quadrat B",3,0.26,12.7,25.6,28.5,33.2,3.86,"Clay loam",2.21,5224,229,15,163,50,48,7.7,475.5,14.26136986,-4.6,36.64,19.61937915,NA,NA,NA,NA,NA,NA,NA,NA
